id,alert_id,entity_id,investigator,narrative,investigation_depth,sla_hours
case-010590,al-019428,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010591,al-019430,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010592,al-019431,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010593,al-019432,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010594,al-019434,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010595,al-019436,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010596,al-019438,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010597,al-019440,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010598,al-019442,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010599,al-019444,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010600,al-019446,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010601,al-019448,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010602,al-019450,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010603,al-019452,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010604,al-019454,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010605,al-019455,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010606,al-019456,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010607,al-019458,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010608,al-019460,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010609,al-019462,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010610,al-019464,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010611,al-019465,ent-001,analyst-02,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010612,al-019466,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010613,al-019468,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010614,al-019470,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010615,al-019472,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010616,al-019474,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010617,al-019476,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010618,al-019478,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010619,al-019480,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010620,al-019482,ent-006,analyst-19,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010621,al-019484,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010622,al-019486,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010623,al-019488,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010624,al-019490,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010625,al-019492,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010626,al-019494,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010627,al-019496,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010628,al-019498,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010629,al-019499,ent-011,analyst-12,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010630,al-019500,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010631,al-019502,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010632,al-019504,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010633,al-019506,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010634,al-019508,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010635,al-019510,ent-010,analyst-23,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010636,al-019512,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010637,al-019514,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010638,al-019515,ent-003,analyst-04,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010639,al-019516,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010640,al-019518,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010641,al-019520,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010642,al-019522,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010643,al-019524,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010644,al-019526,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010645,al-019528,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010646,al-019530,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010647,al-019532,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010648,al-019533,ent-009,analyst-22,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010649,al-019534,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010650,al-019536,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010651,al-019538,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010652,al-019540,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010653,al-019542,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010654,al-019544,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010655,al-019546,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010656,al-019548,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010657,al-019550,ent-002,analyst-15,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010658,al-019552,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010659,al-019554,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010660,al-019556,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010661,al-019558,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010662,al-019560,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010663,al-019562,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010664,al-019564,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010665,al-019566,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010666,al-019567,ent-007,analyst-08,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010667,al-019568,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010668,al-019570,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010669,al-019572,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010670,al-019574,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010671,al-019575,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010672,al-019576,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010673,al-019578,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010674,al-019580,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010675,al-019582,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010676,al-019584,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010677,al-019586,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010678,al-019588,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010679,al-019590,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010680,al-019592,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010681,al-019594,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010682,al-019596,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010683,al-019598,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010684,al-019600,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010685,al-019601,ent-005,analyst-18,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010686,al-019602,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010687,al-019604,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010688,al-019606,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010689,al-019608,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010690,al-019610,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010691,al-019612,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010692,al-019614,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010693,al-019616,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010694,al-019618,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010695,al-019620,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010696,al-019622,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010697,al-019624,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010698,al-019626,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010699,al-019628,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010700,al-019630,ent-010,analyst-23,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010701,al-019632,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010702,al-019634,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010703,al-019635,ent-003,analyst-04,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010704,al-019636,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010705,al-019638,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010706,al-019640,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010707,al-019642,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010708,al-019644,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010709,al-019646,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010710,al-019648,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010711,al-019650,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010712,al-019652,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010713,al-019654,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010714,al-019656,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010715,al-019658,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010716,al-019660,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010717,al-019662,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010718,al-019664,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010719,al-019666,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010720,al-019668,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010721,al-019669,ent-001,analyst-14,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010722,al-019670,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010723,al-019672,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010724,al-019674,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010725,al-019676,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010726,al-019678,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010727,al-019680,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010728,al-019682,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010729,al-019684,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010730,al-019686,ent-006,analyst-07,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010731,al-019688,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010732,al-019690,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010733,al-019692,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010734,al-019694,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010735,al-019695,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010736,al-019696,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010737,al-019698,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010738,al-019700,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010739,al-019702,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010740,al-019703,ent-011,analyst-24,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010741,al-019704,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010742,al-019706,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010743,al-019708,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010744,al-019710,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010745,al-019712,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010746,al-019714,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010747,al-019716,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010748,al-019718,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010749,al-019720,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010750,al-019722,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010751,al-019724,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010752,al-019726,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010753,al-019728,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010754,al-019730,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010755,al-019732,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010756,al-019734,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010757,al-019736,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010758,al-019737,ent-009,analyst-10,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010759,al-019738,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010760,al-019740,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010761,al-019742,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010762,al-019744,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010763,al-019746,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010764,al-019748,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010765,al-019750,ent-010,analyst-23,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010766,al-019752,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010767,al-019754,ent-002,analyst-03,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010768,al-019755,ent-003,analyst-04,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010769,al-019756,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010770,al-019758,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010771,al-019760,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010772,al-019762,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010773,al-019764,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010774,al-019766,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010775,al-019768,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010776,al-019770,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010777,al-019771,ent-007,analyst-20,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010778,al-019772,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010779,al-019774,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010780,al-019776,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010781,al-019778,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010782,al-019780,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010783,al-019782,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010784,al-019784,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010785,al-019786,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010786,al-019788,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010787,al-019790,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010788,al-019792,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010789,al-019794,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010790,al-019796,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010791,al-019798,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010792,al-019800,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010793,al-019802,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010794,al-019804,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010795,al-019805,ent-005,analyst-06,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010796,al-019806,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010797,al-019808,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010798,al-019810,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010799,al-019812,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010800,al-019814,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010801,al-019815,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010802,al-019816,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010803,al-019818,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010804,al-019820,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010805,al-019822,ent-010,analyst-23,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010806,al-019824,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010807,al-019826,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010808,al-019828,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010809,al-019830,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010810,al-019832,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010811,al-019834,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010812,al-019836,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010813,al-019838,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010814,al-019839,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010815,al-019840,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010816,al-019842,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010817,al-019844,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010818,al-019846,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010819,al-019848,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010820,al-019850,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010821,al-019852,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010822,al-019854,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010823,al-019856,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010824,al-019858,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010825,al-019860,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010826,al-019862,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010827,al-019864,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010828,al-019866,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010829,al-019868,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010830,al-019870,ent-010,analyst-23,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010831,al-019872,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010832,al-019873,ent-001,analyst-02,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010833,al-019874,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010834,al-019875,ent-003,analyst-04,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010835,al-019876,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010836,al-019878,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010837,al-019880,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010838,al-019882,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010839,al-019884,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010840,al-019886,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010841,al-019888,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010842,al-019890,ent-006,analyst-19,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010843,al-019892,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010844,al-019894,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010845,al-019896,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010846,al-019898,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010847,al-019900,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010848,al-019902,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010849,al-019904,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010850,al-019906,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010851,al-019907,ent-011,analyst-12,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010852,al-019908,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010853,al-019910,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010854,al-019912,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010855,al-019914,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010856,al-019916,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010857,al-019918,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010858,al-019920,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010859,al-019922,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010860,al-019924,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010861,al-019926,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
